abandon,əˈbændən
moralize,ˈmɔɹəˌɫaɪz
morph,ˈmɔɹf
mortar,ˈmɔɹtɝ
mortgage,ˈmɔɹɡədʒ
mortify,ˈmɔɹtɪˌfaɪ
mothball,ˈmɔθˌbɔɫ
mother,ˈməðɝ
motivate,ˈmoʊtəˌveɪt
motley,ˈmɑtɫi
motorbike,ˈmoʊtɝˌbaɪk
motorboat,ˈmoʊtɝˌboʊt
motorize,ˈmoʊtɝˌaɪz
mound,ˈmaʊnd
mount,ˈmaʊnt
mountaineer,ˈmaʊntɪˌnɪɹ
mourn,ˈmɔɹn
mouse,ˈmaʊs
mousse,ˈmus
mouth,ˈmaʊθ
move,ˈmuv
mow,ˈmoʊ
muck,ˈmək
muckrake,ˈməˌkɹeɪk
mud,ˈməd
muddle,ˈmədəɫ
muddy,ˈmədi
muff,ˈməf
muffle,ˈməfəɫ
mug,ˈməɡ
mulch,ˈməɫtʃ
mulct,ˈməɫkt
mull,ˈməɫ
multiply,ˈməɫtəˌpɫaɪ
mumble,ˈməmbəɫ
mummify,ˈməməˌfaɪ
munition,mjuˈnɪʃən
murder,ˈmɝdɝ
murk,ˈmɝk
murmur,ˈmɝmɝ
muscle,ˈməsəɫ
mush,ˈməʃ
mushroom,ˈməʃɹum
muster,ˈməstɝ
mutate,ˈmjuˌteɪt
mutilate,ˈmjutəˌɫeɪt
mutiny,ˈmjutəni
muzzle,ˈməzəɫ
mystify,ˈmɪstəˌfaɪ
nab,ˈnæb
nag,ˈnæɡ
nail,ˈneɪɫ
name,ˈneɪm
nap,ˈnæp
narrate,ˈnɛˌɹeɪt
narrow,ˈnæɹoʊ
nationalize,ˈnæʃənəˌɫaɪz
naturalize,ˈnætʃɝəˌɫaɪz
navigate,ˈnævəˌɡeɪt
necessitate,nəˈsɛsəˌteɪt
neck,ˈnɛk
need,ˈnid
needle,ˈnidəɫ
negate,nɪˈɡeɪt
neglect,nəˈɡɫɛkt
negotiate,nəˈɡoʊʃiˌeɪt
neigh,ˈneɪ
neighbor,ˈneɪbɝ
nest,ˈnɛst
nestle,ˈnɛsˈɫi
net,ˈnɛt
network,ˈnɛtˌwɝk
neutralize,ˈnutɹəˌɫaɪz
nibble,ˈnɪbəɫ
nick,ˈnɪk
nickel,ˈnɪkəɫ
nip,ˈnɪp
nitpick,ˈnɪtpɪk
nitrate,ˈnaɪˌtɹeɪt
nod,ˈnɑd
nominate,ˈnɑməˌneɪt
noose,ˈnus
normalize,ˈnɔɹməˌɫaɪz
nose,ˈnoʊz
nosedive,ˈnoʊzˌdaɪv
notch,ˈnɑtʃ
note,ˈnoʊt
notice,ˈnoʊtəs
nourish,ˈnɝɪʃ
nudge,ˈnədʒ
nuke,ˈnuk
numb,ˈnəm
number,ˈnəmbɝ
numerate,ˈnuməɹət
nurse,ˈnɝs
nut,ˈnət
nuzzle,ˈnəzəɫ
obey,oʊˈbeɪ
obfuscate,ˈɑbfəˌskeɪt
object,ˈɑbdʒɛkt
obligate,ˈɑbɫəˌɡeɪt
oblige,əˈbɫaɪdʒ
obliterate,əˈbɫɪtɝˌeɪt
obscure,əbˈskjʊɹ
observe,əbˈzɝv
obsess,əbˈsɛs
obstinate,ˈɑbstənət
obstruct,əbˈstɹəkt
obtain,əbˈteɪn
obviate,ˈɑbviˌeɪt
occasion,əˈkeɪʒən
occult,əˈkəɫt
occupy,ˈɑkjəˌpaɪ
occur,əˈkɝ
offer,ˈɔfɝ
officer,ˈɔfəsɝ
officiate,əˈfɪʃiˌeɪt
offset,ˈɔfˌsɛt
ogle,ˈoʊɡəɫ
oil,ˈɔɪɫ
ooh,ˈu
open,ˈoʊpən
operate,ˈɑpɝˌeɪt
opine,oʊˈpaɪn
oppose,əˈpoʊz
oppress,əˈpɹɛs
optimize,ˈɑptəˌmaɪz
orb,ˈɔɹb
orchestrate,ˈɔɹkɪˌstɹeɪt
ordain,ɔɹˈdeɪn
order,ˈɔɹdɝ
organize,ˈɔɹɡəˌnaɪz
orient,ˈɔɹiˌɛnt
originate,ɝˈɪdʒəˌneɪt
ornament,ˈɔɹnəmənt
orphan,ˈɔɹfən
oscillate,ˈɑsəˌɫeɪt
ossify,ˈɑsəˌfaɪ
ostracize,ˈɔstɹəˌsaɪz
oust,ˈaʊst
out,ˈaʊt
outbid,ˈaʊtˌbɪd
outclass,ˈaʊtˌkɫæs
outdistance,ˈaʊtˈdɪstəns
outdo,ˌaʊtˈdu
outflank,ˈaʊtˌfɫæŋk
outfox,aʊtˈfɑks
outgrow,ˌaʊtˈɡɹoʊ
outlaw,ˈaʊtˌɫɔ
outlive,ˌaʊtˈɫɪv
outmaneuver,aʊtməˈnuvɝ
outmode,ˌaʊtˈmoʊd
outnumber,aʊtˈnəmbɝ
outpace,ˈaʊtˌpeɪs
output,ˈaʊtˌpʊt
outrun,aʊˈtɹən
outsell,aʊtˈsɛɫ
outshine,ˈaʊˌtʃaɪn
outsource,ˌaʊtˈsɔɹs
outvote,aʊtˈvoʊt
outweigh,ˈaʊtˌweɪ
outwit,ˈaʊtˌwɪt
overact,ˈoʊvɝˌækt
overburden,ˈoʊvɝˈbɝdən
overcast,ˈoʊvɝˌkæst
overcharge,ˈoʊvɝˌtʃɑɹdʒ
overcome,ˈoʊvɝˌkəm
overcook,ˌoʊvɝˈkʊk
overcrowd,ˌoʊvɝˈkɹaʊd
overdo,ˈoʊvɝˈdu
overdose,ˈoʊvɝˌdoʊs
overdraw,ˈoʊvɝˌdɹɔ
overdress,ˈoʊvɝˌdɹɛs
overdrive,ˈoʊvɝˌdɹaɪv
overemphasize,ˈoʊvɝˈɛmfəˌsaɪz
overestimate,ˌoʊvɝˈɛstəˌmeɪt
overexpose,ˌoʊvɝɪkˈspoʊz
overfeed,ˌoʊvɝˈfid
overfill,ˈoʊvɝˌfɪɫ
overflow,ˈoʊvɝˌfɫoʊ
overhang,ˈoʊvɝˌhæŋ
overhaul,ˈoʊvɝˌhɔɫ
overheat,ˈoʊvɝˌhit
overlap,ˈoʊvɝˌɫæp
overlay,ˈoʊvɝˌɫeɪ
overload,ˈoʊvɝˌɫoʊd
overlook,ˈoʊvɝˌɫʊk
overpay,ˈoʊvɝˌpeɪ
overpopulate,ˌoʊvɝˈpɑpjəɫeɪt
overpower,ˌoʊvɝˈpaʊɝ
overprice,ˌoʊvɝˈpɹaɪs
overproduce,ˈoʊvɝpɹəˈdus
overprotect,ˌoʊvɝpɹəˈtɛkt
overreach,ˈoʊvɝˌɹitʃ
overreact,ˈoʊvɝɹiˈækt
override,ˈoʊvɝˌɹaɪd
overrule,ˈoʊvɝˌɹuɫ
overrun,ˈoʊvɝˌɹən
oversee,ˈoʊvɝˌsi
overshadow,ˈoʊvɝˈʃædoʊ
overshoot,ˈoʊvɝˌʃut
oversimplify,oʊvɝˈsɪmpɫɪˌfaɪ
oversleep,ˌoʊvɝˈsɫip
overspend,ˈoʊvɝˌspɛnd
overstate,ˈoʊvɝˌsteɪt
overstay,ˌoʊvɝˈsteɪ
overstock,ˈoʊvɝˈstɑk
overstuff,ˈoʊvɝˌstəf
overtake,ˈoʊvɝˌteɪk
overtax,ˈoʊvɝˌtæks
overthrow,ˈoʊvɝˌθɹoʊ
overturn,ˈoʊvɝˌtɝn
overuse,ˌoʊvɝˈjuz
overvalue,ˈoʊvɝˌvæɫju
overwhelm,ˌoʊvɝˈwɛɫm
overwork,ˌoʊvɝˈwɝk
overwrite,ˌoʊvɝˈɹaɪt
owe,ˈoʊ
own,ˈoʊn
oxidize,ˈɑksəˌdaɪz
oxygenate,ˈɑksədʒəˌneɪt
pace,ˈpeɪs
pacify,ˈpæsəˌfaɪ
pack,ˈpæk
pad,ˈpæd
paddle,ˈpædəɫ
padlock,ˈpædˌɫɑk
page,ˈpeɪdʒ
pain,ˈpeɪn
paint,ˈpeɪnt
pair,ˈpɛɹ
pal,ˈpæɫ
pale,ˈpeɪɫ
pall,ˈpɑɫ
palpitate,ˈpæɫpəteɪt
palsy,ˈpɔɫzi
pamper,ˈpæmpɝ
pan,ˈpæn
panel,ˈpænəɫ
panhandle,ˈpænˌhændəɫ
panic,ˈpænɪk
pant,ˈpænt
paper,ˈpeɪpɝ
par,ˈpɑɹ
parade,pɝˈeɪd
paragraph,ˈpæɹəˌɡɹæf
parallel,ˈpɛɹəˌɫɛɫ
paralyze,ˈpɛɹəˌɫaɪz
paraphrase,ˈpɛɹəˌfɹeɪz
parcel,ˈpɑɹsəɫ
parch,ˈpɑɹtʃ
pardon,ˈpɑɹdən
pare,ˈpɛɹ
park,ˈpɑɹk
parlay,ˈpɑɹɫeɪ
parley,ˈpɑɹɫi
parody,ˈpɛɹədi
parole,pɝˈoʊɫ
parrot,ˈpɛɹət
parry,ˈpɛɹi
parse,ˈpɑɹs
partake,pɑɹˈteɪk
participate,pɑɹˈtɪsəˌpeɪt
partition,pɑɹˈtɪʃən
partner,ˈpɑɹtnɝ
party,ˈpɑɹti
pass,ˈpæs
paste,ˈpeɪst
pasteurize,ˈpæstʃɝˌaɪz
patch,ˈpætʃ
patent,ˈpætənt
patrol,pəˈtɹoʊɫ
patronage,ˈpætɹənɪdʒ
patronize,ˈpætɹəˌnaɪz
patter,ˈpætɝ
pattern,ˈpætɝn
pause,ˈpɔz
pave,ˈpeɪv
paw,ˈpɔ
pawn,ˈpɔn
pay,ˈpeɪ
peal,ˈpiɫ
pearl,ˈpɝɫ
peck,ˈpɛk
pedal,ˈpɛdəɫ
peddle,ˈpɛdəɫ
pedicure,ˈpɛdɪkjɝ
peep,ˈpip
peer,ˈpɪɹ
peeve,ˈpiv
peg,ˈpɛɡ
pelt,ˈpɛɫt
pencil,ˈpɛnsəɫ
penetrate,ˈpɛnəˌtɹeɪt
pension,ˈpɛnʃən
people,ˈpipəɫ
pepper,ˈpɛpɝ
perceive,pɝˈsiv
perch,ˈpɝtʃ
percolate,ˈpɝkəˌɫeɪt
perfect,ˈpɝˌfɪkt
perform,pɝˈfɔɹm
perfume,pɝfˈjum
perjure,ˈpɝdʒɝ
permeate,ˈpɝmiˌeɪt
permit,ˈpɝˌmɪt
permute,ˌpɝmˈjut
peroxide,pɝˈɑkˌsaɪd
perpetrate,ˈpɝpəˌtɹeɪt
perpetuate,pɝˈpɛtʃəˌweɪt
perplex,pɝˈpɫɛks
persecute,ˈpɝsəkˌjut
persevere,pɝsəˈvɪɹ
persist,pɝˈsɪst
personalize,ˈpɝsənəˌɫaɪz
personify,pɝˈsɑnəˌfaɪ
persuade,pɝˈsweɪd
pertain,pɝˈteɪn
perturb,pɝˈtɝb
peruse,pɝˈuz
pervert,ˈpɝvɝt
pet,ˈpɛt
petition,pəˈtɪʃən
petrify,ˈpɛtɹəˌfaɪ
phase,ˈfeɪz
philander,fəˈɫændɝ
photocopy,ˈfoʊtoʊˌkɑpi
photograph,ˈfoʊtəˌɡɹæf
pick,ˈpɪk
picket,ˈpɪkɪt
pickle,ˈpɪkəɫ
picnic,ˈpɪkˌnɪk
picture,ˈpɪktʃɝ
piddle,ˈpɪdəɫ
piece,ˈpis
pierce,ˈpɪɹs
pig,ˈpɪɡ
pigeonhole,ˈpɪdʒənˌhoʊɫ
piggyback,ˈpɪɡiˌbæk
pigment,ˈpɪɡmənt
pile,ˈpaɪɫ
pillory,ˈpɪɫɝi
pillow,ˈpɪɫoʊ
pin,ˈpɪn
pinch,ˈpɪntʃ
ping,ˈpɪŋ
pinion,ˈpɪnjən
pink,ˈpɪŋk
pinnacle,ˈpɪnəkəɫ
pinpoint,ˈpɪnˌpɔɪnt
pioneer,ˌpaɪəˈnɪɹ
pipe,ˈpaɪp
pique,ˈpik
pirate,ˈpaɪɹət
pirouette,ˌpɪɹuˈɛ
pit,ˈpɪt
pitch,ˈpɪtʃ
pitchfork,ˈpɪtʃˌfɔɹk
pith,ˈpɪθ
pivot,ˈpɪvət
placard,ˈpɫækɝd
place,ˈpɫeɪs
plagiarize,ˈpɫeɪdʒɝˌaɪz
plait,ˈpɫeɪt
plan,ˈpɫæn
plane,ˈpɫeɪn
plank,ˈpɫæŋk
plant,ˈpɫænt
plaster,ˈpɫæstɝ
plate,ˈpɫeɪt
play,ˈpɫeɪ
plead,ˈpɫid
please,ˈpɫiz
pleat,ˈpɫit
pledge,ˈpɫɛdʒ
plop,ˈpɫɑp
plot,ˈpɫɑt
plow,ˈpɫaʊ
pluck,ˈpɫək
plug,ˈpɫəɡ
plumb,ˈpɫəm
plume,ˈpɫum
plummet,ˈpɫəmət
plump,ˈpɫəmp
plunder,ˈpɫəndɝ
plunge,ˈpɫəndʒ
pluralize,ˈpɫʊɹəɫaɪz
ply,ˈpɫaɪ
poach,ˈpoʊtʃ
pocket,ˈpɑkət
pockmark,ˈpɑkˌmɑɹk
pod,ˈpɑd
point,ˈpɔɪnt
poise,ˈpɔɪz
poison,ˈpɔɪzən
poke,ˈpoʊk
polarize,ˈpoʊɫɝˌaɪz
pole,ˈpoʊɫ
polish,ˈpɑɫɪʃ
politicize,pəˈɫɪtɪˌsaɪz
polka,ˈpoʊkɑ
poll,ˈpoʊɫ
pollinate,ˈpɑɫəˌneɪt
pollute,pəˈɫut
polychrome,ˈpɑˌɫiˌkɹoʊm
polymerize,ˈpɑɫɪmɝˌaɪz
pompadour,ˈpɑmpədɔɹ
pontificate,pɑnˈtɪfəˌkeɪt
pooch,ˈputʃ
pool,ˈpuɫ
pop,ˈpɑp
popularize,ˈpɑpjəɫɝˌaɪz
populate,ˈpɑpjəˌɫeɪt
port,ˈpɔɹt
porter,ˈpɔɹtɝ
portray,pɔɹˈtɹeɪ
pose,ˈpoʊz
position,pəˈzɪʃən
possess,pəˈzɛs
post,ˈpoʊst
postdate,ˌpoʊstˈdeɪt
postmark,ˈpoʊstˌmɑɹk
postpone,poʊˈspoʊn
postulate,ˈpɑstʃəˌɫeɪt
pot,ˈpɑt
potter,ˈpɑtɝ
pouch,ˈpaʊtʃ
poultice,ˈpoʊɫtəs
pounce,ˈpaʊns
pound,ˈpaʊnd
pour,ˈpɔɹ
pout,ˈpaʊt
powder,ˈpaʊdɝ
power,ˈpaʊɝ
powwow,ˈpaʊˌwaʊ
practice,ˈpɹæktəs
praise,ˈpɹeɪz
prance,ˈpɹæns
prank,ˈpɹæŋk
prawn,ˈpɹɔn
pray,ˈpɹeɪ
preach,ˈpɹitʃ
preamble,pɹiˈæmbəɫ
prearrange,ˌpɹiɝˈeɪndʒ
precede,pɹɪˈsid
precipitate,pɹɪˈsɪpɪˌteɪt
precis,ˈpɹeɪˌsi
preclude,pɹiˈkɫud
preconceive,ˌpɹikənˈsiv
precondition,ˌpɹikənˈdɪʃən
precook,ˈpɹiˈkʊk
predate,ˈpɹiˈdeɪt
predestine,ˌpɹiˈdɛstən
predetermine,ˌpɹidiˈtɝmən
predicate,ˈpɹɛdəˌkeɪt
predict,pɹiˈdɪkt
predispose,ˌpɹidɪˈspoʊz
predominate,pɹɪˈdɑməˌneɪt
preempt,ˈpɹiˌɛmpt
preen,ˈpɹin
preexist,ˈpɹiɪɡˈzɪst
prefabricate,pɹiˈfæbɹɪˌkeɪt
prefer,pɹəˈfɝ
prefix,ˈpɹifɪks
prejudge,pɹiˈdʒədʒ
prejudice,ˈpɹɛdʒədɪs
prelude,ˈpɹeɪˌɫud
premeditate,pɹiˈmɛdəˌteɪt
premier,pɹɛˈmɪɹ
premise,ˈpɹɛmɪs
preoccupy,pɹiˈɑkjəˌpaɪ
prepare,pɹiˈpɛɹ
prepay,pɹiˈpeɪ
prerecord,ˌpɹiɹiˈkɔɹd
present,ˈpɹɛzənt
preserve,pɹəˈzɝv
preside,pɹiˈzaɪd
press,ˈpɹɛs
pressurize,ˈpɹɛʃɝˌaɪz
presume,pɹɪˈzum
presuppose,ˌpɹisəˈpoʊz
pretend,pɹiˈtɛnd
prevail,pɹiˈveɪɫ
prevent,pɹiˈvɛnt
preview,ˈpɹivˌju
prey,ˈpɹeɪ
price,ˈpɹaɪs
prick,ˈpɹɪk
pride,ˈpɹaɪd
prim,ˈpɹɪm
prime,ˈpɹaɪm
print,ˈpɹɪnt
prioritize,pɹaɪˈɔɹəˌtaɪz
privatize,ˈpɹɪvəˌtaɪz
privilege,ˈpɹɪvɪɫədʒ
prize,ˈpɹaɪz
probate,ˈpɹoʊˌbeɪt
probe,ˈpɹoʊb
proceed,pɝˈsid
process,ˈpɹɑˌsɛs
proclaim,pɹoʊˈkɫeɪm
procrastinate,pɹəˈkɹæstəˌneɪt
procure,pɹoʊkˈjʊɹ
prod,ˈpɹɑd
produce,ˈpɹoʊdus
profess,pɹəˈfɛs
professionalize,pɹəˈfɛʃənəˌɫaɪz
profile,ˈpɹoʊˌfaɪɫ
profit,ˈpɹɑfət
profiteer,ˌpɹɑfəˈtɪɹ
program,ˈpɹoʊˌɡɹæm
progress,ˈpɹɑˌɡɹɛs
project,ˈpɹɑdʒɛkt
proliferate,pɹoʊˈɫɪfɝˌeɪt
prolong,pɹəˈɫɔŋ
promenade,ˌpɹɑməˈneɪd
promise,ˈpɹɑməs
promote,pɹəˈmoʊt
prompt,ˈpɹɑmpt
promulgate,pɹoʊˈməɫɡeɪt
pronounce,pɹəˈnaʊns
proof,ˈpɹuf
proofread,ˈpɹuˌfɹid
propagandize,ˌpɹɑpəˈɡænˌdaɪz
propagate,ˈpɹɑpəˌɡeɪt
propel,pɹəˈpɛɫ
proportion,pɹəˈpɔɹʃən
propose,pɹəˈpoʊz
proposition,ˌpɹɑpəˈzɪʃən
propound,pɹəˈpaʊnd
prorate,ˈpɹoʊˈɹeɪt
prosecute,ˈpɹɑsəkˌjut
proselytize,ˈpɹɑsəɫəˌtaɪz
prospect,ˈpɹɑspɛkt
prostitute,ˈpɹɑstəˌtut
prostrate,ˈpɹɑstɹeɪt
protect,pɹəˈtɛkt
protest,ˈpɹoʊˌtɛst
prove,ˈpɹuv
provide,pɹəˈvaɪd
provision,pɹəˈvɪʒən
provoke,pɹəˈvoʊk
prowl,ˈpɹaʊɫ
pry,ˈpɹaɪ
psalm,ˈsɑɫm
publicize,ˈpəbɫɪˌsaɪz
publish,ˈpəbɫɪʃ
pucker,ˈpəkɝ
puddle,ˈpədəɫ
puff,ˈpəf
pull,ˈpʊɫ
pulp,ˈpəɫp
pulse,ˈpəɫs
pumice,ˈpəməs
pummel,ˈpəməɫ
pump,ˈpəmp
pun,ˈpən
punch,ˈpəntʃ
punctuate,ˈpəŋktʃuˌeɪt
puncture,ˈpəŋkʃɝ
punish,ˈpənɪʃ
punt,ˈpənt
puree,pjʊˈɹeɪ
purge,ˈpɝdʒ
purify,ˈpjʊɹəˌfaɪ
purple,ˈpɝpəɫ
purport,ˈpɝˌpɔɹt
purpose,ˈpɝpəs
purr,ˈpɝ
purse,ˈpɝs
pursue,pɝˈsu
push,ˈpʊʃ
put,ˈpʊt
putt,ˈpət
putter,ˈpətɝ
putty,ˈpəti
puzzle,ˈpəzəɫ
pyramid,ˈpɪɹəmɪd
quack,ˈkwæk
quadruple,kwɑˈdɹupəɫ
qualify,ˈkwɑɫəˌfaɪ
quantify,ˈkwɑntɪˌfaɪ
quarantine,ˈkwɔɹənˌtin
quarrel,ˈkwɔɹəɫ
quarry,ˈkwɔɹi
quarter,ˈkwɔɹtɝ
quarterback,ˈkwɔɹtɝˌbæk
quaver,ˈkweɪvɝ
queen,ˈkwin
queer,ˈkwɪɹ
quell,ˈkwɛɫ
quench,ˈkwɛntʃ
quest,ˈkwɛst
question,ˈkwɛstʃən
quibble,ˈkwɪbəɫ
quicken,ˈkwɪkən
quilt,ˈkwɪɫt
quintuple,ˈkwɪntupəɫ
quirk,ˈkwɝk
quiver,ˈkwɪvɝ
quiz,ˈkwɪz
quote,ˈkwoʊt
rabbit,ˈɹæbət
race,ˈɹeɪs
rack,ˈɹæk
racket,ˈɹækɪt
racketeer,ˌɹækɪˈtɪɹ
radiate,ˈɹeɪdiˌeɪt
radicalize,ˈɹædɪkəˌɫaɪz
radio,ˈɹeɪdiˌoʊ
raffle,ˈɹæfəɫ
raft,ˈɹæft
rafter,ˈɹæftɝ
rag,ˈɹæɡ
rage,ˈɹeɪdʒ
raid,ˈɹeɪd
rail,ˈɹeɪɫ
railroad,ˈɹeɪɫˌɹoʊd
rain,ˈɹeɪn
raise,ˈɹeɪz
rake,ˈɹeɪk
rally,ˈɹæɫi
ram,ˈɹæm
ramp,ˈɹæmp
rampage,ˈɹæmˌpeɪdʒ
ranch,ˈɹæntʃ
randomize,ˈɹændəˌmaɪz
range,ˈɹeɪndʒ
rank,ˈɹæŋk
ransom,ˈɹænsəm
rant,ˈɹænt
rap,ˈɹæp
rape,ˈɹeɪp
rarefy,ˈɹɛɹəfaɪ
rasp,ˈɹæsp
rat,ˈɹæt
ratchet,ˈɹætʃət
rate,ˈɹeɪt
ration,ˈɹæʃən
rationalize,ˈɹæʃənəˌɫaɪz
rattle,ˈɹætəɫ
rave,ˈɹeɪv
ravel,ˈɹævəɫ
raven,ˈɹeɪvən
ray,ˈɹeɪ
razor,ˈɹeɪzɝ
reabsorb,ˌɹiəbˈzɔɹb
reach,ˈɹitʃ
react,ɹiˈækt
reactivate,ˈɹiˈæktəˌveɪt
read,ˈɹɛd
readjust,ˌɹiəˈdʒəst
readmit,ˌɹiədˈmɪt
reaffirm,ˌɹiəˈfɝm
realign,ɹiəˈɫaɪn
realize,ˈɹiəˌɫaɪz
ream,ˈɹim
reap,ˈɹip
reappear,ˌɹiəˈpɪɹ
reappraise,ˌɹiəˈpɹeɪz
rear,ˈɹɪɹ
rearm,ˈɹiˈɑɹm
rearrange,ˌɹiɝˈeɪndʒ
reason,ˈɹizən
reassemble,ˌɹiəˈsɛmbəɫ
reassess,ɹiəˈsɛs
reassure,ˌɹiəˈʃʊɹ
reawaken,ˌɹiəˈweɪkən
rebate,ˈɹiˌbeɪt
rebel,ˈɹɛbəɫ
rebuff,ɹiˈbəf
rebuild,ɹiˈbɪɫd
recalculate,ɹiˈkæɫkjəˌɫeɪt
recall,ˈɹiˌkɔɫ
recapitulate,ˌɹikəˈpɪtʃəˌɫeɪt
recapture,ɹiˈkæptʃɝ
recast,ɹiˈkæst
recede,ɹɪˈsid
receipt,ɹiˈsit
receive,ɹəˈsiv
recess,ˈɹisɛs
recharge,ɹiˈtʃɑɹdʒ
reciprocate,ɹɪˈsɪpɹəˌkeɪt
recite,ɹəˈsaɪt
reckon,ˈɹɛkən
reclaim,ɹiˈkɫeɪm
reclassify,ɹiˈkɫæsɪˌfaɪ
recline,ɹɪˈkɫaɪn
recognize,ˈɹɛkəɡˌnaɪz
recombine,ˌɹikəmˈbaɪn
recommend,ˌɹɛkəˈmɛnd
recommit,ˌɹikəˈmɪt
reconcile,ˈɹɛkənˌsaɪɫ
recondition,ˌɹikənˈdɪʃən
reconfirm,ˌɹikənˈfɝm
reconquer,ɹiˈkɔŋkɝ
reconsider,ˌɹikənˈsɪdɝ
reconstruct,ˌɹikənˈstɹəkt
reconvene,ɹikənˈvin
record,ˈɹɛkɝd
recount,ˌɹiˈkaʊnt
recoup,ɹɪˈkup
recover,ɹɪˈkəvɝ
recreate,ˈɹɛkɹiˌeɪt
recriminate,ɹɪˌkɹɪmɪˈneɪt
recruit,ɹəˈkɹut
rectify,ˈɹɛktəˌfaɪ
recuperate,ɹɪˈkupɝˌeɪt
recur,ɹiˈkɝ
recuse,ˌɹɪkˈjuz
recycle,ɹiˈsaɪkəɫ
redden,ˈɹɛdən
redecorate,ɹiˈdɛkɝˌeɪt
rededicate,ˌɹiˈdɛdəˌkeɪt
redeem,ɹɪˈdim
redefine,ɹidɪˈfaɪn
redeploy,ˌɹidɪˈpɫɔɪ
redesign,ˌɹidɪˈzaɪn
redevelop,ɹidɪˈvɛɫəp
redirect,ˌɹidɝˈɛkt
rediscover,ɹidɪˈskəvɝ
redistribute,ˌɹidɪˈstɹɪbjut
redouble,ɹiˈdəbəɫ
redound,ɹiˈdaʊnd
reduce,ɹəˈdus
reef,ˈɹif
reek,ˈɹik
reel,ˈɹiɫ
reelect,ɹiɪˈɫɛkt
reenact,ɹiɪˈnækt
reeve,ˈɹiv
refer,ɹəˈfɝ
referee,ˌɹɛfɝˈi
reference,ˈɹɛfɝəns
refinance,ˈɹiˈfaɪˌnæns
refine,ɹəˈfaɪn
refinish,ɹiˈfɪnɪʃ
refit,ɹiˈfɪt
reflate,ɹiˈfɫeɪt
reflect,ɹɪˈfɫɛkt
refocus,ɹiˈfoʊkəs
reforest,ɹiˈfɔɹəst
reform,ɹəˈfɔɹm
refrain,ɹɪˈfɹeɪn
refresh,ɹɪˈfɹɛʃ
refrigerate,ɹɪˈfɹɪdʒɝˌeɪt
refuel,ɹifˈjuəɫ
refund,ˈɹiˌfənd
refurbish,ɹiˈfɝbɪʃ
refuse,ˈɹɛfˌjuz
refute,ɹɪfˈjut
regale,ɹɪˈɡeɪɫ
regard,ɹɪˈɡɑɹd
regenerate,ɹiˈdʒɛnɝˌeɪt
regiment,ˈɹɛdʒəmənt
register,ˈɹɛdʒɪstɝ
regret,ɹəˈɡɹɛt
regroup,ɹiˈɡɹup
regulate,ˈɹɛɡjəˌɫeɪt
regurgitate,ˌɹɪˈɡɝdʒəˌteɪt
rehabilitate,ˌɹiəˈbɪɫəˌteɪt
rehash,ɹiˈhæʃ
rehear,ɹiˈhiɹ
rehearse,ɹiˈhɝs
reign,ˈɹeɪn
reignite,ˌɹiɪɡˈnaɪt
reimburse,ˌɹiɪmˈbɝs
reimpose,ˌɹiɪmˈpoʊz
rein,ˈɹeɪn
reincarnate,ˌɹiɪnˈkɑɹˌneɪt
reinforce,ˌɹiɪnˈfɔɹs
reinstall,ˌɹiɪnˈstɑɫ
reinstate,ˌɹiɪnˈsteɪt
reinsure,ˌɹiɪnˈʃʊɹ
reintegrate,ɹiˈɪntəˌɡɹeɪt
reinterpret,ˌɹiɪnˈtɝpɹət
reintroduce,ˌɹiɪntɹəˈdus
reinvent,ˌɹiɪnˈvɛnt
reissue,ɹiˈɪʃu
reject,ˈɹidʒɛkt
rejoice,ɹɪˈdʒɔɪs
rejoin,ɹiˈdʒɔɪn
rejuvenate,ɹɪˈdʒuvəˌneɪt
rekindle,ɹiˈkɪndəɫ
relate,ɹiˈɫeɪt
relax,ɹiˈɫæks
relay,ˈɹiˌɫeɪ
relearn,ɹiˈɫɛɹn
release,ɹiˈɫis
relegate,ˈɹɛɫəˌɡeɪt
relieve,ɹiˈɫiv
relive,ɹiˈɫɪv
reload,ɹiˈɫoʊd
relocate,ˌɹiˈɫoʊkeɪt
remain,ɹiˈmeɪn
remainder,ɹiˈmeɪndɝ
remake,ˈɹiˈmeɪk
remarry,ɹiˈmɛɹi
remedy,ˈɹɛmədi
remember,ɹiˈmɛmbɝ
remind,ɹiˈmaɪnd
reminisce,ˌɹɛməˈnɪs
remit,ɹiˈmɪt
remodel,ɹiˈmɑdəɫ
remove,ɹiˈmuv
rename,ɹiˈneɪm
render,ˈɹɛndɝ
rendezvous,ˈɹɑndɪˌvu
renege,ɹɪˈnɪɡ
renounce,ɹɪˈnaʊns
renovate,ˈɹɛnəˌveɪt
rent,ˈɹɛnt
reopen,ɹiˈoʊpən
reorder,ɹiˈɔɹdɝ
reorganize,ɹiˈɔɹɡəˌnaɪz
reorient,ɹiˈɔɹiɛnt
reorientate,ɹiˈɔɹiɛnteɪt
repaint,ɹiˈpeɪnt
repair,ɹɪˈpɛɹ
repatriate,ɹiˈpeɪtɹiˌeɪt
repeat,ɹiˈpit
repel,ɹɪˈpɛɫ
repent,ɹɪˈpɛnt
replace,ˌɹiˈpɫeɪs
replant,ɹiˈpɫænt
replay,ɹiˈpɫeɪ
replenish,ɹiˈpɫɛnɪʃ
replicate,ˈɹɛpɫəˌkeɪt
report,ɹiˈpɔɹt
